id,cuenta_id,monto,fecha,esFraudulenta,metodoPago
35,218,5949.24,2023-07-15 13:57:12,True,Efectivo
36,1185,9383.43,2023-08-02 18:31:16,True,Transferencia
37,303,1542.27,2023-09-07 17:43:31,False,Transferencia
38,456,4932.9,2023-04-14 22:04:23,False,Efectivo
39,1297,8054.23,2023-12-17 00:17:57,False,Transferencia
40,335,980.75,2023-12-26 11:26:29,False,Transferencia
41,905,3444.14,2023-11-21 03:06:31,True,Efectivo
42,120,6141.1,2023-12-21 14:52:52,True,Transferencia
43,1338,4811.27,2023-06-26 19:00:07,True,Transferencia
44,1430,2036.9,2023-08-19 22:37:47,False,Efectivo
45,663,2909.96,2023-11-19 23:41:29,False,Tarjeta
46,1386,7333.98,2023-10-10 03:36:28,False,Efectivo
47,1154,9735.72,2024-01-28 19:54:05,False,Efectivo
48,566,814.7,2023-12-02 19:09:17,False,Tarjeta
49,902,8449.81,2023-08-26 09:10:00,True,Transferencia
50,342,258.84,2023-09-05 10:40:35,False,Tarjeta
51,802,6773.9,2023-10-17 05:36:06,True,Efectivo
52,86,6794.82,2023-11-27 21:04:38,False,Tarjeta
53,497,7137.25,2023-12-22 19:50:52,True,Transferencia
54,851,8860.53,2023-05-26 07:27:41,True,Transferencia
55,155,433.27,2023-06-19 05:47:50,False,Transferencia
56,855,4792.35,2023-12-09 23:29:06,True,Tarjeta
57,316,8231.07,2023-04-10 20:00:40,True,Transferencia
58,666,6025.07,2023-09-26 15:05:23,True,Tarjeta
59,1072,253.02,2023-05-07 07:00:40,False,Efectivo
60,876,7605.17,2023-12-09 23:20:42,False,Efectivo
61,550,3280.39,2024-01-27 10:08:55,True,Tarjeta
62,703,745.81,2024-01-23 21:28:13,False,Tarjeta
63,1042,9021.7,2023-07-14 02:12:09,False,Efectivo
64,187,8635.79,2023-04-13 11:50:43,False,Efectivo
65,295,3635.73,2023-12-01 02:10:52,True,Efectivo
66,973,7032.31,2023-08-18 05:58:58,True,Tarjeta
67,792,4956.19,2023-05-27 10:40:48,True,Tarjeta
68,1422,4075.46,2023-09-10 00:15:03,True,Tarjeta
69,1103,2258.12,2023-06-17 23:32:36,False,Efectivo
70,594,3788.73,2023-11-19 06:10:52,True,Efectivo
71,1322,7414.41,2023-08-29 01:05:13,True,Tarjeta
72,956,8772.3,2024-03-11 16:14:55,False,Efectivo
73,785,583.45,2023-11-03 20:13:08,False,Transferencia
74,1352,5959.37,2023-11-11 10:59:58,False,Tarjeta
75,1244,7698.96,2023-11-28 03:39:01,False,Tarjeta
76,1091,7114.02,2023-09-18 16:15:23,True,Transferencia
77,81,1234.96,2023-08-02 00:15:09,True,Efectivo
78,982,4768.74,2023-09-01 05:31:54,False,Tarjeta
79,1294,3114.99,2023-09-11 23:09:13,False,Efectivo
80,667,401.58,2023-11-05 16:03:06,False,Efectivo
81,503,3340.47,2023-07-30 03:13:33,True,Transferencia
82,368,8140.16,2023-09-04 15:28:02,True,Tarjeta
83,368,9721.82,2023-09-11 15:24:39,True,Transferencia
84,862,7141.11,2023-08-08 13:48:07,True,Transferencia
85,419,3328.95,2024-01-01 02:59:32,True,Transferencia
86,336,5307.66,2024-03-03 18:57:13,False,Efectivo
87,208,2450.23,2024-02-27 13:18:42,True,Efectivo
88,493,8236.67,2023-10-29 17:33:15,True,Transferencia
89,62,7208.37,2023-05-07 00:54:24,True,Efectivo
90,774,3948.24,2023-07-03 01:57:16,False,Tarjeta
91,1414,4906.61,2023-10-31 22:43:30,False,Tarjeta
92,306,6998.08,2024-01-06 18:48:24,True,Tarjeta
93,690,6942.52,2023-04-07 23:43:08,True,Efectivo
94,1393,5040.44,2023-06-01 04:59:34,False,Transferencia
95,1283,3020.56,2023-10-13 01:16:12,False,Tarjeta
96,620,6945.79,2023-06-29 14:31:50,True,Efectivo
97,665,289.76,2023-05-09 13:35:09,False,Tarjeta
98,621,1169.13,2023-05-22 15:16:14,False,Tarjeta
99,1213,1493.75,2024-02-17 23:42:01,True,Tarjeta
100,895,8061.0,2023-12-08 13:56:37,False,Transferencia
101,551,5607.69,2023-09-09 23:16:12,False,Transferencia
102,713,5942.27,2023-06-06 07:53:32,False,Tarjeta
103,545,5474.24,2024-02-23 21:35:55,True,Tarjeta
104,1358,3189.27,2023-05-08 09:34:04,True,Transferencia
105,491,3413.67,2023-07-28 17:00:49,False,Tarjeta
106,79,7577.96,2024-03-10 19:14:58,False,Transferencia
107,144,1214.97,2023-10-31 11:11:06,True,Tarjeta
108,1263,9929.85,2023-11-01 21:28:08,True,Transferencia
109,793,8448.8,2023-12-09 03:53:35,True,Transferencia
110,317,1535.36,2024-02-24 14:43:39,False,Transferencia
111,474,2958.77,2024-03-10 12:03:42,False,Transferencia
112,117,7551.92,2024-01-04 18:34:26,False,Efectivo
113,1053,1190.86,2023-07-21 22:41:01,False,Transferencia
114,1498,6826.78,2023-09-28 20:20:00,True,Tarjeta
115,208,6643.09,2023-06-23 17:09:52,True,Transferencia
116,885,8986.13,2023-05-15 18:35:59,False,Transferencia
117,1013,658.61,2023-09-09 02:17:10,True,Transferencia
118,613,7766.62,2023-09-02 08:10:42,True,Efectivo
119,1061,6302.38,2024-03-16 10:14:26,False,Efectivo
120,173,850.43,2024-01-17 16:52:31,True,Transferencia
121,1401,3510.5,2024-01-14 04:42:46,True,Efectivo
122,778,7395.23,2023-06-21 05:59:29,True,Transferencia
123,478,1274.3,2024-01-05 03:22:53,False,Tarjeta
124,515,7087.09,2023-06-13 14:30:59,True,Tarjeta
125,1242,3786.47,2023-04-21 00:55:24,True,Efectivo
126,181,4354.82,2023-05-09 03:42:01,True,Transferencia
127,935,4718.09,2023-03-22 21:30:26,False,Efectivo
128,988,1945.86,2024-02-16 01:21:17,False,Efectivo
129,1010,3114.4,2023-11-03 13:33:44,True,Efectivo
130,1403,1395.34,2023-11-23 16:15:27,True,Efectivo
131,878,8534.6,2024-01-23 03:33:18,True,Efectivo
132,18,9509.53,2023-09-15 22:57:42,True,Transferencia
133,320,7415.87,2023-04-12 20:10:45,True,Efectivo
134,209,5660.63,2023-10-21 07:50:35,True,Tarjeta
135,1252,4031.31,2023-06-07 18:46:07,False,Tarjeta
136,101,6414.12,2023-06-15 21:33:26,False,Tarjeta
137,667,3930.09,2023-06-29 06:40:50,True,Efectivo
138,817,4122.74,2023-12-29 23:58:10,True,Tarjeta
139,372,9403.01,2023-05-13 16:40:10,False,Transferencia
140,1059,1764.76,2023-04-05 12:15:43,False,Efectivo
141,847,6999.41,2023-12-24 21:12:22,True,Efectivo
142,47,9723.09,2023-12-12 08:23:42,True,Tarjeta
143,1261,4302.2,2023-09-28 17:29:41,False,Efectivo
144,439,478.79,2023-11-18 12:47:15,False,Efectivo
145,1258,309.72,2023-09-29 02:45:18,False,Transferencia
146,1132,7220.99,2023-07-06 23:52:40,False,Transferencia
147,780,3505.55,2024-03-15 00:29:08,False,Efectivo
148,877,6255.59,2023-09-25 10:01:53,True,Tarjeta
149,238,5124.7,2023-10-09 22:18:40,False,Tarjeta
150,598,4751.25,2023-03-27 17:29:35,False,Efectivo
151,564,9170.29,2024-01-20 04:46:08,True,Tarjeta
152,203,2080.28,2023-09-06 13:17:30,True,Tarjeta
153,1268,2321.99,2023-04-20 16:54:15,False,Tarjeta
154,655,3664.28,2023-04-02 20:54:35,True,Tarjeta
155,187,1263.59,2023-06-04 16:30:32,False,Tarjeta
156,478,41.85,2023-11-22 15:53:03,False,Transferencia
157,49,2942.94,2023-06-17 20:45:38,False,Tarjeta
158,246,8094.93,2023-08-02 03:47:43,False,Transferencia
159,1020,4631.8,2023-12-21 01:51:52,True,Transferencia
160,304,6726.99,2023-12-24 19:44:36,False,Tarjeta
161,1033,754.75,2023-10-03 19:28:52,True,Efectivo
162,310,4763.46,2023-07-20 14:48:55,True,Transferencia
163,352,2701.09,2023-12-02 13:16:02,False,Tarjeta
164,473,9321.04,2023-06-24 05:20:34,False,Transferencia
165,1389,2221.81,2023-03-22 18:54:44,False,Transferencia
166,576,1446.08,2023-03-24 21:42:45,False,Transferencia
167,353,3450.95,2023-11-20 16:56:26,False,Transferencia
168,113,7376.26,2023-07-05 18:10:51,True,Efectivo
169,1457,7440.43,2023-04-10 08:35:21,False,Tarjeta
170,413,4414.36,2023-08-23 14:57:00,False,Tarjeta
171,311,6748.72,2023-08-21 12:45:05,True,Efectivo
172,970,4462.29,2023-12-07 02:51:57,False,Transferencia
173,1123,6419.3,2023-06-16 13:41:16,False,Transferencia
174,1456,8188.85,2024-02-03 04:50:22,True,Efectivo
175,746,9172.99,2023-04-10 23:35:55,True,Tarjeta
176,255,15.65,2024-02-20 14:34:56,True,Tarjeta
177,974,9640.45,2023-05-01 13:20:44,False,Transferencia
178,1238,3220.06,2023-08-31 00:01:01,False,Efectivo
179,988,3871.4,2023-11-26 08:42:36,False,Efectivo
180,289,5229.92,2023-12-30 21:32:33,False,Tarjeta
181,397,4839.15,2024-01-31 06:20:38,True,Transferencia
182,788,9560.06,2023-10-23 14:35:38,True,Efectivo
183,993,5782.05,2024-01-07 10:25:00,True,Efectivo
184,720,9102.58,2023-09-11 14:19:09,True,Transferencia
185,1192,4032.3,2023-05-22 00:42:44,False,Tarjeta
186,477,1166.24,2023-12-21 23:53:03,True,Efectivo
187,1271,5611.02,2023-06-19 20:54:02,True,Efectivo
188,934,1495.01,2024-03-02 10:25:24,True,Transferencia
189,726,3956.4,2023-08-20 16:46:31,False,Tarjeta
190,355,9563.08,2023-10-23 04:55:15,False,Tarjeta
191,611,245.97,2023-07-23 14:56:09,True,Transferencia
192,335,5778.03,2023-11-24 02:08:51,True,Tarjeta
193,869,571.23,2024-01-01 14:34:17,False,Efectivo
194,1050,4034.72,2023-07-30 12:07:14,False,Tarjeta
195,1479,1998.12,2024-02-21 02:38:56,False,Tarjeta
196,1254,5378.75,2023-06-24 14:36:59,True,Tarjeta
197,299,1545.29,2023-05-29 10:06:49,False,Transferencia
198,782,6552.05,2023-11-22 00:58:43,True,Transferencia
199,1237,1341.94,2023-09-30 04:28:23,True,Efectivo
200,1033,4382.45,2023-05-04 22:43:16,False,Efectivo
201,1209,3076.79,2023-09-25 11:06:30,True,Tarjeta
202,1020,9102.07,2023-09-14 06:07:15,True,Transferencia
203,847,4089.87,2023-07-24 10:38:26,True,Efectivo
204,757,6846.07,2023-04-24 13:09:23,True,Efectivo
205,134,9346.33,2023-07-25 04:39:45,False,Tarjeta
206,549,5655.25,2023-07-20 15:02:43,True,Transferencia
207,252,4658.26,2023-11-05 11:18:59,True,Tarjeta
208,991,8707.64,2023-08-25 20:25:11,True,Efectivo
209,114,7842.49,2023-11-16 11:24:12,False,Transferencia
210,1002,4372.4,2024-02-29 05:05:01,True,Efectivo
211,937,6039.5,2023-06-26 10:40:05,False,Efectivo
212,1193,291.19,2023-10-24 05:08:16,True,Transferencia
213,1259,741.87,2023-10-07 13:15:22,True,Efectivo
214,886,4998.5,2024-03-13 07:30:49,True,Efectivo
215,115,6986.27,2023-06-07 06:19:36,False,Transferencia
216,63,371.52,2024-01-06 05:40:25,True,Efectivo
217,1304,4203.3,2024-02-26 10:04:22,False,Tarjeta
218,1102,6213.57,2023-09-27 07:19:40,False,Tarjeta
219,631,2000.57,2023-07-12 00:45:42,True,Transferencia
220,301,2313.32,2024-02-01 07:12:16,True,Efectivo
221,1304,1325.22,2023-09-10 10:38:57,True,Transferencia
222,255,2934.54,2024-03-06 23:48:15,False,Efectivo
223,1215,8244.77,2023-04-22 03:48:32,True,Efectivo
224,200,8577.86,2024-02-29 04:01:47,False,Tarjeta
225,1130,2132.62,2023-12-14 17:54:12,True,Transferencia
226,1248,1079.9,2023-08-02 00:27:59,False,Efectivo
227,628,9422.17,2023-04-01 17:20:01,True,Transferencia
228,35,2817.11,2023-05-20 11:08:11,False,Efectivo
229,1434,1923.2,2023-10-04 12:54:56,True,Tarjeta
230,1076,9276.3,2023-05-12 12:11:49,False,Tarjeta
231,531,2165.05,2023-10-18 19:05:05,True,Transferencia
232,405,1964.66,2023-05-18 18:00:16,True,Transferencia
233,38,1367.27,2023-12-20 17:31:17,False,Tarjeta
234,1359,8487.83,2023-06-08 07:42:27,False,Transferencia
235,378,5637.73,2024-01-12 03:53:41,False,Tarjeta
236,1302,4220.45,2023-05-27 03:55:08,False,Tarjeta
237,1106,1039.9,2024-01-01 10:47:52,False,Efectivo
238,627,8017.93,2023-12-10 02:50:58,True,Efectivo
239,398,6165.42,2024-02-18 03:29:00,False,Tarjeta
240,1146,6281.93,2024-01-04 23:40:41,False,Efectivo
241,1421,113.78,2023-06-01 17:16:54,False,Transferencia
242,577,4645.22,2023-05-07 20:01:46,False,Transferencia
243,933,3671.96,2023-08-07 04:36:20,True,Tarjeta
244,170,9864.54,2023-11-05 20:36:15,True,Transferencia
245,927,6883.13,2023-09-25 06:27:49,False,Efectivo
246,623,3881.15,2023-06-04 13:10:06,True,Efectivo
247,409,7899.05,2024-03-04 21:21:17,False,Transferencia
248,182,4142.87,2024-01-09 13:41:57,False,Tarjeta
249,670,1656.93,2023-09-20 18:51:32,False,Efectivo
250,1357,784.06,2023-08-19 01:09:20,False,Efectivo
251,900,8608.5,2024-03-01 00:42:26,True,Efectivo
252,881,1691.61,2023-12-06 14:19:44,True,Tarjeta
253,1192,6741.37,2023-11-19 22:20:31,False,Efectivo
254,1085,7207.61,2023-06-29 17:09:42,False,Transferencia
255,220,100.18,2023-04-01 02:24:06,True,Efectivo
256,580,6946.36,2024-01-12 17:44:34,True,Tarjeta
257,1223,850.5,2023-05-25 08:59:10,False,Efectivo
258,1325,5577.66,2023-10-02 07:28:12,False,Efectivo
259,902,8612.6,2023-05-12 18:04:22,False,Tarjeta
260,187,2069.31,2024-01-14 00:04:29,True,Transferencia
261,695,8993.91,2024-02-11 20:02:24,True,Tarjeta
262,655,1805.74,2024-01-30 07:44:13,False,Tarjeta
263,262,8294.06,2023-05-14 17:06:06,False,Transferencia
264,191,3336.96,2024-02-12 14:37:07,True,Transferencia
265,1327,8956.42,2023-11-24 05:47:14,False,Transferencia
266,170,6401.84,2023-12-02 04:28:14,False,Efectivo
267,770,3433.43,2023-10-03 00:08:21,False,Tarjeta
268,329,9423.14,2024-02-21 12:35:08,False,Tarjeta
269,1487,6098.59,2023-09-23 22:11:53,True,Transferencia
270,723,886.0,2023-06-01 16:20:56,False,Transferencia
271,1304,4564.67,2023-04-17 10:42:01,False,Transferencia
272,1220,3069.06,2023-04-10 13:40:48,True,Efectivo
273,1278,5850.89,2023-08-24 03:54:55,False,Transferencia
274,1434,7207.92,2023-07-05 02:18:16,True,Efectivo
275,663,9072.01,2023-07-13 05:54:17,False,Efectivo
276,93,3061.67,2023-04-20 11:20:47,True,Tarjeta
277,696,3100.04,2024-02-24 06:30:16,False,Tarjeta
278,929,461.36,2024-01-14 04:12:50,True,Tarjeta
279,42,9831.68,2023-09-26 17:04:12,True,Transferencia
280,1189,4883.38,2024-02-28 17:06:56,False,Tarjeta
281,763,4691.31,2023-11-11 20:43:40,True,Transferencia
282,1098,2823.36,2024-02-12 15:07:17,False,Efectivo
283,636,6479.41,2024-02-08 10:14:19,True,Tarjeta
284,1483,4578.36,2023-07-20 22:34:30,False,Efectivo
285,687,9437.46,2023-12-04 11:30:26,True,Transferencia
286,384,3590.48,2023-09-01 03:44:59,True,Efectivo
287,450,6824.16,2024-01-09 11:38:53,False,Tarjeta
288,1239,3649.98,2024-01-23 18:24:48,False,Efectivo
289,1136,3571.82,2023-12-16 11:25:38,False,Transferencia
290,1019,6388.57,2023-03-19 20:45:00,True,Efectivo
291,1379,3876.15,2023-08-01 22:16:17,True,Efectivo
292,124,317.65,2023-09-23 12:26:57,True,Tarjeta
293,1071,5253.03,2023-11-27 08:20:26,False,Efectivo
294,319,3736.89,2023-07-10 08:03:59,False,Tarjeta
295,1384,6666.34,2024-01-25 13:38:05,False,Tarjeta
296,194,2134.15,2023-06-24 12:28:44,True,Tarjeta
297,1458,6244.41,2023-07-07 23:23:52,True,Efectivo
298,761,4316.28,2023-08-01 10:57:09,False,Transferencia
299,909,6284.12,2023-12-29 16:02:02,False,Efectivo
300,872,5779.54,2024-03-10 02:14:01,True,Tarjeta
301,209,4917.69,2023-12-30 04:02:25,False,Transferencia
302,710,5016.99,2024-01-01 11:48:18,True,Tarjeta
303,680,7334.92,2023-12-12 20:05:17,True,Efectivo
304,601,3250.12,2024-02-05 19:55:42,True,Tarjeta
305,1164,6312.73,2023-07-24 20:51:29,False,Efectivo
306,543,2753.57,2023-08-31 15:16:35,False,Transferencia
307,572,9686.51,2023-12-05 12:46:31,False,Transferencia
308,1163,6279.01,2024-01-12 18:58:17,True,Transferencia
309,980,4237.03,2023-07-24 19:07:00,False,Transferencia
310,1185,6602.8,2023-05-16 05:35:17,True,Tarjeta
311,437,9470.72,2023-08-10 08:09:45,False,Efectivo
312,1287,5989.1,2023-04-01 09:32:39,False,Tarjeta
313,296,9996.78,2023-05-25 23:34:52,True,Transferencia
314,48,4175.67,2023-10-11 22:56:53,False,Tarjeta
315,315,8906.44,2023-11-02 06:37:19,True,Transferencia
316,575,7836.39,2023-10-16 22:05:04,True,Efectivo
317,717,1402.57,2023-07-10 16:46:24,True,Tarjeta
318,1484,4194.51,2023-11-26 09:33:54,False,Tarjeta
319,997,9380.57,2023-06-05 15:08:25,False,Tarjeta
320,85,7455.49,2024-02-01 00:06:06,False,Transferencia
321,852,1956.57,2024-01-26 16:38:15,True,Tarjeta
322,787,1197.26,2023-09-03 11:32:43,True,Tarjeta
323,461,860.84,2023-04-04 13:22:30,False,Tarjeta
324,808,658.17,2024-02-26 14:31:32,True,Efectivo
325,902,9859.01,2023-05-04 22:19:28,True,Transferencia
326,1036,3154.61,2023-08-09 00:07:10,True,Transferencia
327,1088,3697.91,2023-04-14 07:50:58,False,Transferencia
328,909,4366.85,2024-01-27 11:21:08,True,Transferencia
329,915,5211.35,2023-05-22 10:48:59,True,Transferencia
330,1155,7942.69,2023-08-17 06:04:50,False,Efectivo
331,1403,140.69,2023-06-03 17:29:18,True,Tarjeta
332,200,7343.25,2023-04-19 19:36:00,True,Transferencia
333,1094,7237.61,2023-11-13 20:12:44,True,Tarjeta
334,1365,5461.82,2023-05-29 03:46:12,False,Tarjeta
335,366,5461.64,2023-07-01 21:26:07,True,Tarjeta
336,1321,4143.63,2023-12-05 10:37:57,True,Transferencia
337,1345,608.48,2023-06-16 23:12:18,True,Tarjeta
338,1479,24.34,2023-11-21 15:40:03,False,Tarjeta
339,106,8818.21,2024-01-24 04:10:18,False,Transferencia
340,722,8720.57,2024-02-05 18:27:29,False,Tarjeta
341,656,3968.32,2023-11-09 16:43:06,True,Transferencia
342,76,7648.55,2023-04-05 15:45:59,False,Efectivo
343,649,3542.61,2023-08-05 14:19:57,False,Transferencia
344,1164,8162.29,2023-03-22 00:15:48,True,Efectivo
345,1034,2980.75,2023-10-03 02:18:10,False,Efectivo
346,474,5469.81,2023-08-13 07:09:50,False,Transferencia
347,1292,5087.35,2023-03-27 03:08:04,True,Efectivo
348,686,9583.14,2023-11-07 03:20:38,False,Efectivo
349,1334,7711.44,2023-06-22 21:51:04,False,Efectivo
350,906,1349.05,2024-02-02 14:06:43,True,Transferencia
351,1193,7700.92,2023-06-07 08:06:15,True,Efectivo
352,826,4199.26,2023-06-16 12:07:52,True,Tarjeta
353,672,264.95,2023-08-15 09:47:38,False,Tarjeta
354,1272,364.18,2023-03-20 12:28:57,False,Tarjeta
355,73,1546.79,2023-12-20 11:00:25,True,Transferencia
356,722,9156.97,2023-11-21 15:21:00,True,Tarjeta
357,1131,5652.93,2023-07-18 18:44:46,True,Efectivo
358,433,4145.1,2023-10-09 11:36:31,True,Transferencia
359,292,5393.49,2023-05-25 22:11:08,True,Efectivo
360,1347,7603.12,2023-09-08 01:05:27,True,Tarjeta
361,855,3413.85,2023-11-04 01:12:38,True,Tarjeta
362,939,1958.0,2024-02-12 04:11:29,True,Tarjeta
363,515,6334.96,2023-10-24 05:41:38,True,Transferencia
364,1400,5212.5,2023-04-24 23:22:23,True,Tarjeta
365,115,3116.66,2024-02-17 12:56:51,False,Tarjeta
366,181,5958.45,2023-09-02 15:02:27,True,Efectivo
367,485,1486.86,2023-12-11 00:10:56,True,Efectivo
368,430,5685.65,2024-02-09 06:13:51,True,Tarjeta
369,797,4118.06,2023-05-18 10:30:51,True,Transferencia
370,610,9771.1,2023-10-12 04:48:03,False,Transferencia
371,84,3814.47,2023-09-25 09:45:21,True,Efectivo
372,1084,2261.73,2023-05-07 08:27:13,False,Efectivo
373,1434,6256.05,2023-08-09 21:05:33,True,Transferencia
374,666,9666.25,2023-06-16 11:14:27,True,Tarjeta
375,623,7824.23,2023-07-13 05:00:57,True,Transferencia
376,92,4940.73,2023-09-02 02:52:43,False,Tarjeta
377,1136,8851.23,2023-05-08 17:22:09,True,Transferencia
378,194,3050.85,2024-03-10 10:04:54,False,Transferencia
379,1370,393.81,2024-02-23 15:24:11,True,Efectivo
380,613,5841.49,2023-08-20 21:45:36,True,Tarjeta
381,360,8944.88,2023-05-25 05:04:06,False,Efectivo
382,1092,4557.53,2024-02-13 00:54:03,False,Efectivo
383,815,7019.37,2023-05-18 06:50:44,False,Tarjeta
384,47,8849.52,2023-09-16 05:20:17,True,Tarjeta
385,666,3421.93,2023-10-26 17:44:48,True,Tarjeta
386,1036,9355.99,2023-05-19 11:39:22,False,Transferencia
387,1376,4115.76,2023-06-26 21:45:32,True,Efectivo
388,362,5439.15,2023-06-16 04:41:38,True,Transferencia
389,456,7008.36,2023-08-21 04:34:07,True,Transferencia
390,1396,3575.32,2023-10-06 20:07:02,True,Tarjeta
391,815,1103.09,2024-03-06 01:45:50,True,Efectivo
392,618,7559.93,2023-07-12 14:20:22,True,Tarjeta
393,678,8729.7,2023-11-02 12:43:30,False,Efectivo
394,930,9976.74,2023-03-22 01:39:18,True,Tarjeta
395,370,6635.29,2023-03-25 14:34:29,False,Transferencia
396,1179,8117.27,2024-03-15 20:30:26,False,Transferencia
397,102,2585.01,2024-01-02 19:10:54,False,Tarjeta
398,296,9307.04,2024-02-16 06:51:31,True,Tarjeta
399,596,7259.64,2023-08-14 07:41:50,False,Transferencia
400,868,4450.6,2023-05-15 22:15:14,True,Transferencia
401,143,4738.09,2023-04-27 23:50:56,False,Efectivo
402,27,3319.91,2024-02-20 04:13:49,False,Tarjeta
403,386,4824.33,2023-04-09 17:52:24,False,Efectivo
404,348,5295.7,2023-05-19 19:56:43,True,Efectivo
405,493,8403.12,2023-09-27 11:19:15,False,Transferencia
406,46,2633.3,2023-09-09 05:54:46,False,Efectivo
407,891,2270.74,2024-03-14 06:17:14,False,Efectivo
408,1120,1804.3,2024-03-12 16:41:14,True,Transferencia
409,207,1271.7,2023-08-12 08:54:40,False,Efectivo
410,1146,2122.14,2023-04-10 08:47:09,False,Tarjeta
411,665,1435.8,2023-09-13 17:22:55,False,Tarjeta
412,1046,2601.28,2023-05-14 12:17:55,True,Transferencia
413,323,726.18,2023-09-04 18:29:32,False,Efectivo
414,947,2555.54,2023-10-14 20:35:53,True,Transferencia
415,389,1748.13,2023-03-20 11:14:32,False,Tarjeta
416,180,4796.38,2023-07-21 17:38:09,False,Efectivo
417,657,4193.38,2023-06-05 10:58:19,True,Tarjeta
418,462,2719.7,2024-03-03 15:37:45,False,Efectivo
419,863,3468.59,2024-02-16 20:00:27,False,Transferencia
420,1283,9721.86,2023-08-02 07:32:16,False,Transferencia
421,689,6424.06,2023-10-22 08:26:24,True,Efectivo
422,592,407.68,2023-06-11 16:19:15,False,Transferencia
423,1302,1764.43,2023-06-21 11:45:59,False,Tarjeta
424,1351,7135.16,2023-06-15 21:12:45,False,Tarjeta
425,922,3800.72,2023-11-03 21:36:01,False,Tarjeta
426,554,3213.9,2023-07-27 12:01:40,False,Transferencia
427,613,8101.32,2023-08-24 21:09:58,False,Transferencia
428,1249,8572.82,2023-06-03 02:30:48,False,Tarjeta
429,1364,1827.39,2024-01-15 16:23:23,True,Tarjeta
430,1121,7252.69,2023-05-20 01:37:54,True,Tarjeta
431,734,6935.17,2023-05-05 21:09:59,True,Transferencia
432,164,2517.74,2024-02-21 09:37:21,True,Efectivo
433,202,7131.83,2023-04-06 14:48:15,True,Efectivo
434,710,2118.91,2023-08-27 03:22:53,False,Transferencia
435,296,5140.86,2023-12-28 02:52:01,True,Transferencia
436,841,8241.46,2024-02-20 20:45:52,True,Transferencia
437,77,6395.64,2023-12-07 00:08:27,False,Efectivo
438,1338,2663.84,2023-05-01 13:46:34,True,Tarjeta
439,901,3607.96,2023-07-29 08:41:09,True,Transferencia
440,460,1481.8,2024-02-12 13:57:33,False,Tarjeta
441,70,8723.48,2024-02-11 16:51:04,False,Transferencia
442,1139,6340.58,2023-09-24 08:25:00,True,Transferencia
443,1432,3606.53,2023-03-21 01:55:42,True,Efectivo
444,885,7706.01,2023-05-04 20:40:48,True,Tarjeta
445,1207,3539.23,2023-12-03 03:35:17,False,Transferencia
446,1479,4335.92,2023-04-25 22:01:52,False,Transferencia
447,513,5097.43,2023-06-19 06:51:40,False,Transferencia
448,480,7140.03,2023-07-17 09:52:17,False,Efectivo
449,279,4713.72,2023-11-09 19:52:00,True,Tarjeta
450,101,1594.98,2023-04-10 06:45:52,True,Tarjeta
451,1007,9873.36,2023-10-20 21:19:12,False,Tarjeta
452,473,7511.09,2023-04-24 13:55:59,False,Tarjeta
453,578,7822.92,2023-04-11 15:52:35,True,Tarjeta
454,434,4714.33,2023-11-03 11:50:54,False,Tarjeta
